CustomerID,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE
1975,29,2345.13,80.87,98.83,3.41,1-Feb-16,23-Oct-21,72.1,2,6,2,1,1,7,9,3,636.97,110.98,50.79,65.99,753.36,439.67,287.37,9,3,13,4,809.99,163.19,896.17,475.78,2,4,16,7,142.49,384.58,1166.49,651.57
2022,22,2324.04,105.64,83.84,3.81,26-May-17,23-Oct-21,73.23,2,3,1,3,2,3,6,4,374.98,270.00,230.17,127.99,197.97,780.96,341.97,1,7,6,8,70.99,543.95,805.87,903.23,0,4,11,7,0.00,271.97,1036.37,1015.70
2078,26,2287.82,87.99,76.87,2.96,23-Sep-16,23-Oct-21,71.38,2,0,5,3,5,2,7,4,0.00,380.97,285.49,533.96,86.09,728.24,273.07,4,7,9,6,286.48,527.57,812.32,661.45,6,7,11,2,392.58,733.93,947.82,213.49
2289,17,2194.86,129.11,71.86,4.23,24-Dec-20,23-Oct-21,17.82,2,1,2,1,3,4,5,1,174.99,156.18,248.99,806.23,236.57,478.91,92.99,8,4,2,3,745.53,539.16,167.74,742.43,0,7,7,3,0.00,587.50,884.13,723.23
2811,18,2015.35,111.96,75.85,4.21,16-Jul-18,23-Oct-21,66.39,2,5,2,1,3,3,3,1,435.96,235.98,34.99,165.47,399.98,677.98,64.99,1,2,9,6,105.99,303.98,1131.42,473.96,0,5,7,6,0.00,586.45,701.95,726.95
2967,21,1969.37,93.78,50.87,2.42,4-Apr-15,23-Oct-21,114,2,2,7,1,3,0,5,3,343.49,508.97,164.99,261.00,0.00,363.94,326.98,7,4,5,5,765.41,351.97,547.99,304.00,2,5,5,9,153.98,370.49,423.93,1020.97
3108,26,1927.85,74.15,86.85,3.34,12-Feb-21,23-Oct-21,9.73,2,9,0,0,3,10,4,0,906.66,0.00,0.00,231.58,514.63,274.98,0.00,11,8,5,2,814.64,403.15,461.06,249.00,6,11,4,5,499.05,643.73,420.09,364.98
3148,23,1918.88,83.43,87.83,3.82,23-Oct-19,23-Oct-21,31.78,2,3,5,1,4,1,8,1,202.97,421.95,159.99,560.72,152.99,360.76,59.50,3,8,6,6,415.73,561.44,596.25,345.46,1,6,11,5,90.49,674.94,877.47,275.98
5287,9,1532.16,170.24,24.91,2.77,4-Aug-14,23-Oct-21,293,2,3,0,0,1,1,2,2,539.48,0.00,0.00,155.99,153.00,445.75,237.94,2,3,3,1,313.99,546.23,518.94,153.00,0,0,2,7,0.00,0.00,332.99,1199.17
7013,23,1351.80,58.77,111.80,4.86,17-Mar-21,23-Oct-21,9.57,2,1,3,4,3,6,6,0,19.99,135.98,354.97,98.98,337.94,403.94,0.00,2,5,8,8,136.98,238.96,559.94,415.92,3,3,17,0,236.97,163.97,950.86,0.00
10555,21,1108.98,52.81,97.83,4.66,15-Jul-19,23-Oct-21,39.57,2,1,4,3,2,2,2,7,80.99,244.66,167.18,154.98,79.99,94.23,286.95,4,6,7,4,227.66,360.14,362.21,158.97,5,5,5,6,274.97,195.96,207.85,430.20
21338,8,756.45,94.56,27.95,3.49,17-Apr-14,23-Oct-21,343.25,2,3,0,0,1,0,3,1,198.98,0.00,0.00,62.50,0.00,369.98,124.99,1,1,5,1,35.99,124.99,525.47,70.00,0,1,5,2,0.00,70.00,502.46,183.99
49891,6,427.83,71.31,9.98,1.66,24-Aug-14,23-Oct-21,436.17,2,1,0,2,0,0,2,1,25.00,0.00,113.99,0.00,0.00,113.84,175.00,1,1,1,3,67.09,25.00,46.75,288.99,0,4,0,2,0.00,372.83,0.00,55.00
59191,7,372.58,53.23,9.98,1.43,26-Dec-14,23-Oct-21,356.14,2,0,0,0,0,1,1,5,0.00,0.00,0.00,0.00,145.00,68.00,159.58,0,0,5,2,0.00,0.00,178.59,193.99,0,4,1,2,0.00,110.59,68.00,193.99
66742,3,336.68,112.23,11.48,3.83,30-Nov-14,23-Oct-21,839.67,2,0,1,0,0,0,1,1,0.00,148.99,0.00,0.00,0.00,87.54,100.15,0,0,1,2,0.00,0.00,87.54,249.14,0,1,1,1,0.00,87.54,148.99,100.15
91465,3,250.75,83.58,4.95,1.65,29-Nov-14,23-Oct-21,840,2,0,0,0,1,0,2,0,0.00,0.00,0.00,65.10,0.00,185.65,0.00,0,0,2,1,0.00,0.00,158.60,92.15,0,1,1,1,0.00,93.50,92.15,65.10
80,40,7390.98,184.77,54.93,1.37,30-Sep-17,22-Oct-21,37.08,3,7,4,5,6,10,3,5,1424.19,425.19,1362.39,972.09,1813.53,438.99,954.60,7,10,10,13,827.69,1767.77,2334.13,2461.39,1,17,16,6,86.00,2972.44,3249.45,1083.09
102,54,6812.43,126.16,195.63,3.62,22-Oct-18,22-Oct-21,20.3,3,13,5,11,12,7,4,2,1429.15,398.96,1880.86,1506.83,904.29,458.36,233.98,7,17,11,19,743.96,1766.98,1357.88,2943.61,23,11,11,9,2583.41,1131.70,1724.79,1372.53
133,25,6117.52,244.70,87.82,3.51,14-Jul-17,22-Oct-21,62.44,3,5,4,3,3,3,3,4,1518.96,974.48,816.18,352.97,461.97,812.98,1179.98,6,10,5,4,1132.46,2865.42,1119.16,1000.48,0,5,6,14,0.00,1516.18,1322.95,3278.39
149,17,5907.81,347.52,49.91,2.94,10-Nov-17,22-Oct-21,84.82,3,1,3,1,2,7,1,2,370.99,1018.39,350.99,700.99,2301.46,675.00,489.99,4,5,4,4,1551.98,2526.98,1009.48,819.37,0,8,2,7,0.00,3526.96,391.98,1988.87
200,48,5331.67,111.08,86.83,1.81,27-May-14,22-Oct-21,56.35,3,7,8,4,5,12,11,1,416.57,832.22,442.08,620.99,1430.32,1512.49,77.00,11,7,17,13,1215.08,262.27,2596.84,1257.48,0,23,18,7,0.00,2646.92,2013.84,670.91
257,48,4969.08,103.52,216.58,4.51,7-Nov-20,22-Oct-21,7.27,3,5,5,4,12,12,7,3,509.45,561.56,501.66,766.20,1401.59,732.55,496.07,17,14,8,9,1664.34,1486.49,997.63,820.62,2,20,21,5,152.18,2346.73,2099.71,370.46
275,76,4888.02,64.32,248.42,3.27,15-Jul-18,22-Oct-21,15.72,3,9,5,7,19,17,12,7,701.52,390.95,530.86,1236.87,1064.93,591.94,370.95,22,18,15,21,1216.79,1182.88,975.87,1512.48,4,13,43,16,247.00,743.93,2763.31,1133.78
299,42,4762.26,113.39,133.76,3.18,15-Aug-18,22-Oct-21,27.71,3,1,8,2,3,15,2,11,95.09,892.64,127.99,275.48,1828.12,177.98,1364.96,9,8,16,9,962.95,848.48,2194.81,756.02,4,11,17,10,233.98,1249.97,2416.18,862.13
342,28,4475.79,159.85,109.79,3.92,20-Aug-17,22-Oct-21,54.43,3,3,4,1,3,10,4,3,373.98,457.97,95.99,585.98,1824.92,827.98,308.97,1,6,18,3,90.99,705.95,3236.88,441.97,1,8,14,5,194.99,1665.96,1963.88,650.96
386,15,4270.99,284.73,69.89,4.66,27-May-20,22-Oct-21,34.2,3,3,1,4,4,2,1,0,1060.99,601.99,809.07,1062.97,416.98,318.99,0.00,2,4,4,5,857.98,709.98,1424.07,1278.96,3,4,4,4,651.98,1189.96,1346.97,1082.08
672,22,3546.66,161.21,52.91,2.41,17-Dec-17,22-Oct-21,63.86,3,3,1,1,9,2,2,4,878.77,82.49,123.99,1489.79,240.74,464.78,266.10,9,5,3,5,740.38,825.75,814.74,1165.79,2,12,7,1,814.98,1117.94,1549.25,64.49
674,29,3544.36,122.22,68.86,2.37,3-Mar-17,22-Oct-21,58.41,3,4,0,0,1,8,10,6,359.98,0.00,0.00,59.99,899.46,1321.96,902.97,6,8,4,11,823.98,1093.96,379.49,1246.93,2,4,12,11,164.98,609.99,1581.43,1187.96
932,34,3104.16,91.30,71.86,2.11,13-Sep-20,22-Oct-21,11.88,3,8,7,11,0,3,2,3,738.00,447.96,839.05,0.00,399.99,248.98,430.18,7,4,12,11,705.19,635.98,993.05,769.94,3,10,13,8,553.18,653.97,1090.04,806.97
996,7,3030.94,432.99,33.94,4.85,24-Nov-18,22-Oct-21,151.86,3,1,0,1,0,2,1,2,715.00,0.00,184.99,0.00,1741.98,102.99,285.98,2,0,4,1,894.99,0.00,2032.96,102.99,1,1,2,3,184.99,179.99,208.98,2456.98
1123,29,2893.59,99.78,136.74,4.72,12-Jan-18,22-Oct-21,47.55,3,1,2,9,3,6,2,6,49.99,219.98,1084.92,144.97,782.79,89.98,520.96,10,2,11,6,999.22,129.98,1049.90,714.49,6,10,5,8,914.45,807.50,747.81,423.83
1129,23,2887.88,125.56,109.78,4.77,10-Mar-17,22-Oct-21,73.35,3,1,0,0,2,18,2,0,35.00,0.00,0.00,243.98,2458.92,149.98,0.00,5,6,6,6,689.95,506.44,903.54,787.95,4,9,9,1,578.96,1414.51,725.42,168.99
1173,19,2842.75,149.62,78.85,4.15,29-Jun-18,22-Oct-21,63.74,3,3,4,1,1,5,5,0,332.77,706.78,165.19,184.99,809.97,643.05,0.00,4,2,7,6,613.67,349.18,862.33,1017.57,3,14,2,0,360.97,2071.78,410.00,0.00
1335,17,2697.57,158.68,75.87,4.46,28-Feb-17,22-Oct-21,99.82,3,2,4,0,3,7,1,0,545.99,620.97,0.00,347.97,1013.65,168.99,0.00,1,2,9,5,125.99,124.48,1506.95,940.15,2,4,10,1,220.48,661.96,1703.14,111.99
1372,29,2673.29,92.18,103.39,3.57,31-Oct-19,22-Oct-21,24.9,3,2,2,5,6,11,0,3,119.99,221.99,722.96,706.05,637.33,0.00,264.97,8,6,8,7,718.13,475.06,865.16,614.94,5,7,16,1,542.99,674.54,1395.77,59.99
1458,29,2617.74,90.27,81.84,2.82,22-May-20,22-Oct-21,17.86,3,1,1,4,3,9,7,4,13.00,69.79,269.98,379.98,454.54,1123.48,306.97,2,7,8,12,48.19,691.54,1052.46,825.55,6,10,10,3,1053.26,754.55,670.15,139.78
1673,23,2501.88,108.78,123.78,5.38,28-Aug-18,22-Oct-21,50.04,3,2,7,2,2,6,0,4,237.98,667.14,174.48,202.48,746.84,0.00,472.96,3,4,12,4,344.97,598.46,1099.69,458.76,1,5,13,4,182.29,611.05,1340.08,368.46
1780,24,2434.87,101.45,97.82,4.08,20-May-20,22-Oct-21,21.67,3,1,5,4,3,6,4,1,76.99,462.41,540.96,197.88,543.43,499.21,113.99,8,6,7,3,538.60,834.40,729.40,332.47,4,4,5,11,362.18,412.67,641.05,1018.97
1810,25,2422.50,96.90,79.85,3.19,6-Feb-20,22-Oct-21,24.96,3,3,2,5,4,3,7,1,132.99,164.19,266.78,545.47,370.13,813.95,128.99,8,5,5,7,910.65,411.97,527.37,572.51,0,4,9,12,0.00,550.12,652.35,1220.03
2054,23,2301.63,100.07,91.83,3.99,3-May-20,22-Oct-21,23.35,3,5,7,1,2,4,0,4,549.55,587.96,73.99,221.98,451.18,0.00,416.97,3,5,6,9,224.97,498.97,718.96,858.73,0,9,4,10,0.00,966.53,559.17,775.93
2168,17,2246.06,132.12,80.86,4.76,30-Dec-16,22-Oct-21,103.35,3,0,1,4,6,4,2,0,0.00,155.99,1032.47,433.06,423.56,200.98,0.00,2,5,3,7,202.48,959.07,289.97,794.54,0,14,2,1,0.00,1918.59,171.48,155.99
2596,16,2085.37,130.34,78.87,4.93,14-Mar-19,22-Oct-21,59.56,3,0,3,4,6,2,1,0,0.00,335.47,850.98,566.94,215.99,115.99,0.00,2,9,5,0,244.99,855.41,984.97,0.00,0,8,7,1,0.00,806.93,1139.44,139.00
2948,8,1974.47,246.81,15.97,2.00,16-Apr-14,22-Oct-21,343.25,3,1,1,2,1,2,1,0,163.99,449.00,228.99,265.00,517.49,350.00,0.00,1,1,6,0,153.99,163.99,1656.49,0.00,1,6,1,0,350.00,1460.48,163.99,0.00
3315,25,1879.59,75.18,107.79,4.31,23-Apr-20,22-Oct-21,21.88,3,4,3,3,7,3,1,4,262.97,118.57,146.08,780.54,141.47,63.49,366.47,4,5,11,5,263.56,458.16,714.41,443.46,1,7,12,5,25.99,554.45,1009.09,290.06
4320,16,1679.90,104.99,83.85,5.24,28-Nov-17,22-Oct-21,89,3,0,5,2,4,4,0,1,0.00,585.45,376.18,200.97,433.11,0.00,84.19,2,3,2,9,249.18,422.17,264.73,743.82,0,10,4,2,0.00,1194.31,365.91,119.68
5212,22,1544.75,70.22,110.78,5.04,5-Dec-17,22-Oct-21,64.41,3,0,4,2,3,6,4,3,0.00,150.96,192.98,271.97,367.11,379.26,182.47,5,4,5,8,344.95,342.96,355.95,500.89,0,10,9,3,0.00,708.40,660.21,176.14
5280,24,1533.84,63.91,120.14,5.01,11-May-20,22-Oct-21,22.04,3,8,8,3,1,2,2,0,557.92,532.29,195.17,39.99,129.48,78.99,0.00,2,5,10,7,72.98,313.96,669.10,477.80,5,7,7,5,330.95,441.80,439.93,321.16
5389,28,1517.40,54.19,80.85,2.89,26-Dec-20,22-Oct-21,10.71,3,10,1,4,2,2,3,6,471.97,90.14,221.82,107.98,79.90,199.63,345.96,6,8,6,8,319.27,506.18,288.85,403.10,5,12,8,3,322.41,688.34,302.28,204.37
5827,27,1466.20,54.30,81.84,3.03,8-Sep-19,22-Oct-21,28.7,3,0,2,6,8,5,4,2,0.00,192.50,242.47,493.09,230.19,215.96,91.99,0,7,10,10,0.00,361.94,489.86,614.40,2,3,10,12,139.49,212.98,491.39,622.34
6893,16,1362.86,85.18,76.86,4.80,17-Apr-20,22-Oct-21,34.56,3,2,1,0,8,5,0,0,101.98,94.99,0.00,632.93,532.96,0.00,0.00,4,2,6,4,338.97,135.98,540.95,346.96,1,7,4,4,115.00,729.94,174.96,342.96
7653,19,1299.65,68.40,78.85,4.15,30-Dec-16,22-Oct-21,92.47,3,2,1,1,1,6,6,2,118.99,31.09,88.99,50.99,469.56,431.05,108.98,3,3,5,8,129.58,208.58,461.95,499.54,0,6,8,5,0.00,360.05,560.64,378.96
8389,15,1245.46,83.03,74.86,4.99,4-Jul-19,22-Oct-21,56.07,3,1,1,0,5,3,0,5,123.99,43.99,0.00,337.96,315.97,0.00,423.55,3,3,4,5,175.98,288.97,470.96,309.55,5,4,3,3,454.95,382.96,155.48,252.07
9246,17,1186.84,69.81,90.84,5.34,29-Nov-19,22-Oct-21,40.76,3,0,1,1,4,9,1,1,0.00,68.99,79.99,342.96,639.92,4.99,49.99,1,7,5,4,117.99,677.94,242.95,147.96,4,1,3,9,147.96,61.99,109.97,866.92
36360,7,538.41,76.92,25.91,3.70,1-Mar-15,22-Oct-21,346.71,3,1,1,0,1,3,0,1,53.99,54.99,0.00,76.00,323.48,0.00,29.95,2,0,4,1,84.94,0.00,377.47,76.00,1,1,2,3,76.00,35.00,130.98,296.43
44568,3,465.33,155.11,12.98,4.33,12-Dec-14,22-Oct-21,835.33,3,0,0,1,0,2,0,0,0.00,0.00,202.09,0.00,263.24,0.00,0.00,0,1,1,1,0.00,119.25,143.99,202.09,0,1,2,0,0.00,143.99,321.34,0.00
65186,4,343.93,85.98,8.98,2.25,8-Nov-14,22-Oct-21,635,3,0,1,0,0,1,1,1,0.00,39.00,0.00,0.00,103.99,124.95,75.99,0,1,1,2,0.00,124.95,103.99,114.99,0,2,2,0,0.00,200.94,142.99,0.00
75,54,7649.71,141.66,293.11,5.43,8-Jan-17,21-Oct-21,32.35,4,6,10,8,9,4,7,10,1100.44,1023.91,788.93,1511.43,644.46,1128.10,1452.44,10,12,19,13,1178.91,1923.89,2552.01,1994.90,18,22,7,7,2140.50,3005.40,1224.45,1279.36
85,43,7173.63,166.83,91.83,2.14,12-Dec-18,21-Oct-21,24.28,4,2,7,7,13,3,4,7,471.19,923.58,1049.65,2071.16,460.00,901.99,1296.06,11,8,16,8,2028.17,1885.96,1662.15,1597.35,2,13,8,20,224.00,2374.35,1265.06,3310.22
165,51,5729.75,112.35,202.10,3.96,23-Nov-19,21-Oct-21,13.69,4,4,8,8,7,6,10,8,276.97,754.28,733.14,858.95,787.95,1380.53,937.93,11,15,14,11,989.91,1727.88,1593.04,1418.92,1,7,26,17,124.19,856.97,3078.40,1670.19
248,27,5021.83,185.99,94.83,3.51,10-Jul-16,21-Oct-21,71.44,4,2,3,2,7,5,5,3,604.99,300.97,378.49,1578.95,643.98,704.47,809.98,0,5,14,8,0.00,673.98,2657.40,1690.45,4,9,5,9,1115.98,1784.45,924.96,1196.44
298,41,4763.72,116.19,145.72,3.55,26-Oct-20,21-Oct-21,8.78,4,3,5,6,2,9,10,6,397.98,339.96,840.94,420.99,1170.96,1019.93,572.96,11,7,12,11,1049.93,924.93,1521.92,1266.94,5,11,16,9,694.98,958.93,1829.88,1279.93
316,43,4674.99,108.72,229.59,5.34,31-May-20,21-Oct-21,11.81,4,5,4,7,10,3,9,5,825.05,371.96,376.85,1226.05,486.97,993.26,394.85,7,7,17,12,918.78,480.93,2376.88,898.40,4,7,20,12,98.88,952.73,2205.15,1418.23
324,20,4611.88,230.59,68.88,3.44,13-Mar-21,21-Oct-21,11.1,4,5,3,2,4,2,2,2,623.99,697.97,769.99,856.97,405.99,765.99,490.98,6,3,9,2,753.98,1096.98,1829.93,930.99,1,2,5,12,235.99,621.98,600.96,3152.95
474,31,3987.96,128.64,69.86,2.25,24-Nov-18,21-Oct-21,34.26,4,2,4,2,6,7,5,5,405.00,511.09,227.49,836.76,832.58,556.48,618.56,1,9,7,14,70.00,1322.96,684.65,1910.35,0,8,11,12,0.00,939.45,1407.36,1641.15
527,30,3854.90,128.50,191.70,6.39,13-Jan-18,21-Oct-21,45.9,4,4,4,6,7,1,3,5,524.16,508.06,720.54,1310.53,50.09,246.97,494.55,3,11,10,6,256.57,1214.49,1833.40,550.44,13,7,2,8,2286.17,682.53,366.58,519.62
567,34,3788.24,111.42,135.74,3.99,1-Jan-19,21-Oct-21,30.12,4,5,3,5,4,4,4,9,339.25,165.68,460.85,385.96,409.18,897.18,1130.14,6,8,11,9,581.46,1098.74,1095.51,1012.53,0,14,12,8,0.00,1131.19,1474.31,1182.74
581,49,3763.62,76.81,151.72,3.10,30-Jun-18,21-Oct-21,24.67,4,9,6,8,3,8,6,9,513.53,392.56,980.35,279.99,350.77,549.76,696.66,8,9,13,19,944.95,448.66,1105.12,1264.89,1,16,20,12,76.09,1165.99,1630.38,891.16
714,31,3443.22,111.07,100.82,3.25,20-Jul-20,21-Oct-21,14.77,4,2,7,5,5,7,1,4,429.98,554.66,350.99,606.66,704.97,180.99,614.97,13,7,7,4,1254.13,855.05,788.06,545.98,5,14,10,2,760.96,1322.13,1261.54,98.59
717,49,3436.28,70.13,110.78,2.26,29-Aug-20,21-Oct-21,8.53,4,1,7,9,7,13,9,3,278.00,322.57,568.94,444.67,620.95,955.97,245.18,14,6,16,13,718.13,373.56,862.64,1481.95,25,9,6,9,1689.51,555.35,544.66,646.76
730,16,3412.36,213.27,87.86,5.49,14-Sep-20,21-Oct-21,25.13,4,6,1,1,1,7,0,0,1507.56,80.99,110.99,345.99,1366.83,0.00,0.00,1,4,7,4,175.99,655.96,1806.43,773.98,0,9,5,2,0.00,1925.83,1059.55,426.98
776,18,3332.66,185.15,71.86,3.99,28-Nov-19,21-Oct-21,38.5,4,2,1,2,6,1,6,0,558.98,283.99,442.49,1238.66,121.99,686.55,0.00,3,4,4,7,721.47,398.98,707.93,1504.28,2,6,5,5,411.23,1555.66,707.21,658.56
889,15,3176.64,211.78,32.94,2.20,15-May-18,21-Oct-21,83.67,4,0,5,1,5,0,4,0,0.00,1318.97,64.99,795.00,0.00,997.68,0.00,3,3,3,6,253.00,715.98,902.99,1304.67,1,3,1,10,303.00,430.97,334.00,2108.67
927,15,3121.86,208.12,50.91,3.39,10-Dec-14,21-Oct-21,167.13,4,0,2,6,4,1,1,1,0.00,382.58,666.91,1080.38,365.99,86.00,540.00,1,8,2,4,198.99,1284.00,1078.90,559.97,1,1,9,4,538.90,154.49,1915.15,513.32
957,23,3078.84,133.86,92.84,4.04,12-Jan-21,21-Oct-21,12.26,4,2,5,4,5,0,5,2,158.98,717.98,723.96,502.96,0.00,709.96,265.00,2,7,5,9,149.99,779.98,566.95,1581.92,1,7,9,6,150.00,1164.93,953.94,809.97
965,19,3071.84,161.68,56.89,2.99,26-Sep-17,21-Oct-21,78.21,4,2,2,2,6,3,2,2,152.89,478.99,292.74,1176.06,242.93,392.74,335.49,5,3,9,2,887.32,370.13,1258.90,555.49,0,9,3,7,0.00,1880.16,564.73,626.95
1238,28,2784.67,99.45,123.78,4.42,30-Aug-20,21-Oct-21,14.89,4,3,12,0,1,6,4,2,568.37,966.83,0.00,73.14,462.65,492.43,221.25,9,4,10,5,1152.41,239.43,984.37,408.46,2,9,12,5,222.38,802.49,1310.09,449.71
1404,38,2655.96,69.89,103.31,2.72,13-Jul-20,21-Oct-21,12.24,4,3,8,4,9,7,5,2,166.99,549.25,202.63,539.69,436.87,608.29,152.24,10,8,8,12,902.05,517.34,619.33,617.24,3,19,7,9,294.07,1136.95,604.87,620.07
1798,15,2428.36,161.89,79.86,5.32,23-Jun-20,21-Oct-21,32.33,4,2,4,0,6,1,2,0,217.98,307.96,0.00,922.44,659.00,320.98,0.00,4,1,6,4,1039.97,69.99,630.44,687.96,2,0,5,8,152.98,0.00,627.95,1647.43
2273,25,2198.66,87.95,140.76,5.63,21-Nov-20,21-Oct-21,13.36,4,2,1,3,6,5,6,2,205.18,76.09,188.97,641.44,437.35,374.65,274.98,7,7,5,6,624.53,503.24,556.85,514.04,5,10,2,8,385.85,798.76,285.73,728.32
2355,25,2169.17,86.77,77.87,3.11,29-Mar-18,21-Oct-21,52.08,4,5,5,4,4,3,3,1,361.17,540.97,499.97,186.63,325.93,234.50,20.00,5,7,6,7,406.98,742.23,441.61,578.35,2,14,8,1,175.50,1203.67,770.00,20.00
2594,21,2085.70,99.32,75.85,3.61,17-Jan-20,21-Oct-21,30.62,4,4,2,4,3,2,5,1,294.97,149.18,371.47,203.13,138.99,567.96,360.00,7,7,6,1,1028.95,538.44,418.31,100.00,3,4,9,5,221.98,307.96,1207.64,348.12
2944,17,1975.49,116.21,72.89,4.29,9-Jul-21,21-Oct-21,6.12,4,2,1,3,4,2,4,1,311.68,150.45,480.43,422.08,272.78,196.08,141.99,3,12,2,0,417.47,1444.12,113.90,0.00,5,5,2,5,632.67,543.91,184.64,614.27
2955,18,1972.87,109.60,101.82,5.66,21-Nov-20,21-Oct-21,18.56,4,0,0,1,7,6,2,2,0.00,0.00,71.49,675.88,658.34,310.98,256.18,4,3,6,5,431.66,358.97,783.39,398.85,2,1,7,8,262.18,129.19,786.78,794.72
4589,14,1637.97,117.00,49.92,3.57,12-Jan-15,21-Oct-21,176.71,4,1,7,0,3,1,1,1,384.00,593.57,0.00,367.82,119.00,74.99,98.59,5,5,2,2,430.49,799.97,225.13,182.38,0,10,3,1,0.00,928.90,634.08,74.99
5404,19,1515.65,79.77,131.65,6.93,2-Oct-15,21-Oct-21,116.37,4,2,5,3,3,1,1,4,126.98,460.95,192.97,228.81,124.99,65.99,314.96,2,4,7,6,190.98,333.96,453.77,536.94,0,5,6,8,0.00,361.79,490.94,662.92
5513,12,1503.94,125.33,11.98,1.00,1-Nov-14,21-Oct-21,212.17,4,2,1,1,2,1,3,2,241.00,115.39,59.00,428.40,102.99,305.16,252.00,1,8,1,2,131.16,887.03,233.75,252.00,1,5,3,3,194.65,531.16,492.14,285.99
5896,18,1460.23,81.12,72.53,4.03,7-Apr-21,21-Oct-21,10.94,4,0,2,3,4,3,3,3,0.00,131.08,179.98,462.63,251.97,166.58,267.99,4,2,7,5,364.64,154.98,626.05,314.56,0,3,7,8,0.00,309.99,598.94,551.30
6081,20,1441.04,72.05,78.84,3.94,11-Feb-17,21-Oct-21,85.65,4,5,1,5,1,3,2,3,251.31,144.99,407.35,63.75,283.27,189.99,100.38,3,9,3,5,129.87,701.53,194.03,415.61,4,4,4,8,180.57,276.26,292.32,691.89
6114,10,1437.70,143.77,24.95,2.50,19-Feb-14,21-Oct-21,280.1,4,3,2,2,2,1,0,0,480.97,288.49,284.00,259.24,125.00,0.00,0.00,0,2,6,2,0.00,358.99,659.22,419.49,0,1,5,4,0.00,153.00,786.98,497.72
7263,16,1329.76,83.11,107.26,6.70,8-Nov-16,21-Oct-21,113,4,1,1,1,7,4,0,2,38.99,106.99,66.99,598.93,309.38,0.00,208.48,6,2,5,3,400.36,151.98,402.45,374.97,3,0,4,9,163.97,0.00,214.38,951.41
9295,16,1184.07,74.00,72.87,4.55,6-Mar-20,21-Oct-21,37.13,4,4,0,2,5,4,1,0,261.46,0.00,136.98,370.47,285.17,129.99,0.00,3,2,7,4,213.98,260.98,477.95,231.16,0,5,6,5,0.00,289.41,407.70,486.96
49075,7,433.37,61.91,19.92,2.85,1-Aug-14,21-Oct-21,376.86,4,1,0,2,1,2,1,0,92.99,0.00,42.00,14.45,182.94,100.99,0.00,2,1,1,3,182.94,100.99,14.45,134.99,1,4,0,2,14.45,192.94,0.00,225.98
110135,4,206.45,51.61,4.95,1.24,1-Feb-14,21-Oct-21,704.75,4,0,0,1,2,0,1,0,0.00,0.00,53.95,93.50,0.00,59.00,0.00,2,0,2,0,112.95,0.00,93.50,0.00,2,1,0,1,93.50,53.95,0.00,59.00
166940,2,124.94,62.47,9.94,4.97,29-Nov-14,21-Oct-21,1259,4,0,0,0,1,0,1,0,0.00,0.00,0.00,44.99,0.00,79.95,0.00,0,0,1,1,0.00,0.00,44.99,79.95,0,1,1,0,0.00,79.95,44.99,0.00
4,84,18554.49,220.89,421.29,5.02,1-Oct-16,20-Oct-21,21.96,5,13,7,18,14,6,12,14,3683.21,1280.23,4628.14,2475.87,798.34,2037.93,3650.77,19,18,23,24,4070.74,3757.04,5609.60,5117.11,2,46,22,14,140.98,11795.40,4557.05,2061.06
35,32,9685.37,302.67,76.87,2.40,14-Jul-19,20-Oct-21,25.91,5,4,10,9,7,0,0,2,1135.99,2962.47,3456.45,1640.98,0.00,0.00,489.48,13,6,9,4,2555.98,2625.46,2810.95,1692.98,0,12,18,2,0.00,3464.44,5768.94,451.99
73,20,7721.85,386.09,93.85,4.69,27-Aug-16,20-Oct-21,94,5,4,3,4,1,2,2,4,716.97,2286.98,1331.97,655.99,360.99,734.98,1633.97,6,2,7,5,1571.94,1003.99,2699.95,2445.97,0,8,7,5,0.00,3969.94,1692.96,2058.95
88,109,7148.66,65.58,209.71,1.92,1-Aug-16,20-Oct-21,17.49,5,13,21,17,20,11,18,9,676.97,1277.45,1221.14,1427.06,988.47,1082.93,474.64,18,36,31,24,1298.11,2237.64,2137.27,1475.64,2,11,32,64,135.99,540.98,2346.91,4124.78
